name,allegiance,government,primaryEconomy,secondaryEconomy,security,population,controllingFaction.name
Pegasi Sector BV-X b1-7,Independent,Communism,Refinery,Extraction,Low,228315,Guardians of Harmony
Velis,Independent,Corporate,Industrial,Agriculture,Low,1759640,DaVinci Corp.
Vishkyamu,Independent,Cooperative,Colony,Extraction,Low,35531,Kun Co-operative
Huambisa,Independent,Feudal,Extraction,High Tech,Low,23669,Marquis du Huambisa
Awngthim,Independent,Dictatorship,Industrial,Refinery,High,13493929,Absolute Horizon Enterprises
Dharelbici,Federation,Corporate,Extraction,High Tech,Low,43700,Dharelbici United & Co
Gluskabiku,Federation,Corporate,Industrial,None,Medium,5748350,Gluskabiku Systems
Ildaker,Independent,Democracy,Refinery,None,Low,18569,Muro Independents
Jakab,Independent,Corporate,Extraction,High Tech,Medium,51927,Bastogne Private Security Firm
Widjalp,Independent,Dictatorship,Agriculture,Extraction,Low,1969,Wolves of Jonai
Djirahgwe,Independent,Democracy,Extraction,None,Low,2450,Fatal Shadows
Kalufon,Federation,Confederacy,Colony,Industrial,Low,29582,Partnership of Belevi
Fenrisastya,Independent,Communism,Extraction,None,Low,1153,HIP 107494 Union
Mileke,Independent,Feudal,High Tech,Agriculture,Low,43461,Lords of Mirdhr
Tamali,Independent,Cooperative,Extraction,Military,Medium,23429,Tamali United
Lungundani,Independent,Corporate,Military,Refinery,Medium,84545,DaVinci Corp.
Parana,Independent,Confederacy,Terraforming,Refinery,Low,248860,Nukunda Coalition
Tao Tzaka,Independent,Dictatorship,Extraction,Refinery,Medium,215772,Natural Tao Tzaka Constitution Party
Volcae,Independent,Corporate,Industrial,Military,Low,4535274,Kemuru Major Organisation
Havanth,Independent,Cooperative,High Tech,Colony,Low,11908,Aseveljet
Kisaywa,Federation,Corporate,Colony,Extraction,Low,125936,Purple Creative Company
Awindji,Independent,Communism,High Tech,Industrial,Low,18117,Unionists of Brynhilo
Mochi,Independent,Feudal,Colony,Refinery,Medium,304565,Coldsun Impireacht
Har Itariu,Independent,Communism,High Tech,Refinery,Medium,8613074,Aeipoetue Meritocracy
Dharawal,Independent,Dictatorship,Agriculture,Extraction,Low,3523,Wolves of Jonai
Harada,Independent,Dictatorship,Extraction,Tourism,Medium,75887,Wolves of Jonai
Meinannovi,Independent,Confederacy,Colony,Refinery,Low,20030,redback consortium
Holler,Federation,Corporate,Industrial,Extraction,Medium,17095526,TerraLight Industries
Kambila,Independent,Theocracy,Tourism,Colony,Low,580839,Church of the Space Cat
Mbazak,Independent,Theocracy,Extraction,None,Low,2151,Church of the Space Cat
Birjoromi,Independent,Cooperative,Extraction,High Tech,Low,3546,Open Pilot's Initiative
Tigue,Independent,Confederacy,Refinery,Extraction,Low,145492,Black Widow
Irulis,Federation,Democracy,Extraction,Refinery,Medium,387899,Daibamba Progressive Party
Cempsigi,Independent,Dictatorship,Industrial,Extraction,Medium,6436533,BD+49 3937 Front
Enete,Independent,Dictatorship,Extraction,None,Low,2463,Allied Midgard Nationalists
Duwali,Federation,Corporate,Industrial,Extraction,High,12271632,Duwali Comms Limited
Thiansi,Independent,Corporate,High Tech,Refinery,Medium,6744789,Zinra Corporation
Balastya,Independent,Dictatorship,Terraforming,Industrial,Medium,4179332,Wolves of Jonai
Mangkhwal,Independent,Democracy,Military,Extraction,Medium,49332,Mangkhwal Republic Party
Honges,Federation,Confederacy,Industrial,Refinery,Medium,24614784,Cavalry Command of Yuma
Arikaras,Independent,Anarchy,Extraction,Refinery,Anarchy,27784,Dragons of Nastrond
Ndeber,Federation,Confederacy,Agriculture,Colony,Low,22580,United Ndeber Coalition
Vindumbiva,Federation,Corporate,High Tech,Industrial,Low,1496,Vindumbiva Crimson Advanced Co
Nommarini,Independent,Theocracy,Extraction,None,Low,1649,Order of Enblackenment
Harermid,Independent,Dictatorship,Military,Refinery,Medium,86335,Allied Huilliche Constitution Party
Durojin,Federation,Corporate,Refinery,Extraction,Medium,143365,C&S mining corp
Anali,Independent,Dictatorship,Refinery,High Tech,Medium,121765,Wolves of Jonai
Imen Mina,Federation,Democracy,High Tech,Colony,Medium,101444,Workers of Ts'ao Hii Democrats
Lu Dimos,Federation,Democracy,Industrial,Colony,Low,3423798,Hachiman Progressive Party
Tauerni,Independent,Cooperative,Refinery,High Tech,Medium,137853,Dark Morning Initiative
Uiburoju,Independent,Dictatorship,Terraforming,Extraction,Medium,175963,Wolves of Jonai
Choerini,Independent,Cooperative,Extraction,None,Low,3912,Galactic Academic Training Group
Kehperagwe,Independent,Corporate,Agriculture,Refinery,High,6297453571,Ukrainian Pilots Federation
Tzel,Federation,Confederacy,Refinery,None,Low,18648,Social Tzel Coalition
Adenates,Independent,Communism,Refinery,Military,Low,92501,New Adenates Worker's Party
LP 580-33,Empire,Corporate,High Tech,Refinery,High,18409141,Tethys Empire Crew
Coriabog,Independent,Communism,Industrial,Extraction,Low,8806920,Brethren of the Black
Hu Jun,Independent,Dictatorship,Extraction,Colony,Low,4072,The Mercs of Mikunn
Hou Tuba,Independent,Dictatorship,Refinery,Terraforming,Medium,204337,The Mercs of Mikunn
LP 347-5,Independent,Democracy,Agriculture,Refinery,High,4200371125,Corvid Progressive Party
LP 244-47,Independent,Dictatorship,Tourism,High Tech,Low,1002639,Justice Party of LP 244-47
Poponna,Independent,Cooperative,Refinery,Extraction,Low,53844,Laniakea
Taunetes,Federation,Corporate,Industrial,Refinery,High,27447111,Korazotz Galactic Inc
Picenth,Independent,Feudal,Extraction,Agriculture,Medium,79135,Dukes of Xue Zhan
Targarku,Independent,Communism,Refinery,Agriculture,Medium,72804,Union Party of Bungk
Narasa,Independent,Communism,High Tech,Extraction,Medium,77815,Union Party of Bungk
Hsien Sham,Federation,Corporate,Extraction,Industrial,Medium,3531506,Hsien Sham Industries
Peneng Wa,Independent,Corporate,High Tech,Refinery,Medium,9069033,Pan Galactic Mining Corp.
Hunapiti,Independent,Feudal,Terraforming,Industrial,Medium,3843548,The Dukes of Mikunn
Wadir,Independent,Feudal,Terraforming,Military,Medium,146479,The Dukes of Mikunn
Yimakuapa,Independent,Cooperative,High Tech,Refinery,Medium,12354472,Aseveljet
Lamaku,Federation,Corporate,Industrial,Refinery,High,8007999,Lamaku Commodities
LHS 1348,Independent,Cooperative,Agriculture,Refinery,Medium,533045936,Aseveljet
Aten,Independent,Corporate,Military,High Tech,Medium,88675,DaVinci Corp.
Unktock,Independent,Patronage,Industrial,Military,Medium,5089334,Quebecois Patriots
Capukanga,Independent,Patronage,Industrial,Extraction,Medium,9597336,Quebecois Patriots
LFT 214,Federation,Democracy,Industrial,Military,Medium,168761,Blood Brothers from Alrai
LFT 90,Federation,Democracy,Industrial,Refinery,High,15575585,Blood Brothers from Alrai
V492 Lyrae,Federation,Confederacy,Tourism,None,Low,657022,Elite Rebel Force
Wat Yu,Independent,Feudal,Tourism,Colony,Low,1178724,Noblemen of LHS 463
Hajo,Federation,Corporate,Industrial,Extraction,Medium,5701855,Hajo General Solutions
Futeno,Independent,Communism,Industrial,Extraction,Medium,4321198,Workers of Manite Labour Union
LP 448-41,Independent,Democracy,Refinery,Colony,Medium,312045,Pixel Bandits Security Force
Mu Nik,Independent,Cooperative,High Tech,Extraction,Low,10712,Colonia Travel Agency
Kutnigi,Empire,Corporate,Industrial,None,Medium,3504271,East India Company
LP 762-3,Federation,Corporate,Agriculture,Refinery,Medium,164703,Silver Public Group
Batz,Independent,Cooperative,Agriculture,Colony,Low,198543,Teaka Elite Altruists Bagging Cooperative
Evejitaka,Independent,Cooperative,Industrial,Extraction,Medium,12641679,Teaka Elite Altruists Bagging Cooperative
Nagaybuwa,Federation,Corporate,Industrial,Extraction,Medium,4040230,Colonia Travel Agency
Bonde,Independent,Patronage,Refinery,Extraction,Low,36054,Quebecois Patriots
Byel Taca,Independent,Cooperative,Industrial,Refinery,Medium,7023119,Orden de Investigacion A-51
BR Piscium,Independent,Feudal,Refinery,Extraction,Medium,58581,Equestrian Naval Fleet
Sekhenses,Federation,Democracy,Refinery,Industrial,High,2857533,Independents of Sekhenses
Chowei,Independent,Dictatorship,Industrial,Refinery,Medium,3508218,Gilgamesh Corps Orbital Protection
Willapa,Independent,Democracy,Agriculture,Colony,High,3105817060,The Altruists
Jormbuti,Independent,Communism,Agriculture,Refinery,Low,33706,Citizen Party of Grabil
Kaia Bajaja,Independent,Communism,Extraction,Agriculture,Medium,98804,Citizen Party of Grabil
Stein 2051,Independent,Cooperative,Refinery,Extraction,Medium,149809,Hutton Orbital Truckers Co-Operative
Rugai,Independent,Feudal,Military,High Tech,Medium,92591,Zugen Dynasty
Turot,Federation,Democracy,Industrial,Colony,Medium,5154485,Federal Expeditionary Armed Response
LP 121-41,Federation,Corporate,Industrial,Refinery,High,5216530,Earth Defense Fleet
Keries,Alliance,Confederacy,Extraction,Colony,Low,16060,Terran Colonial Forces
CE Bootis,Alliance,Dictatorship,High Tech,Refinery,High,25130039,Allied CE Bootis Defence Force
Vanawa,Independent,Corporate,Industrial,Military,Medium,2448351,Gungnir Corporation
Li Nongal,Independent,Communism,Agriculture,Colony,Low,4549,United Coalition of Boonta
Meliae,Independent,Corporate,Industrial,Refinery,Medium,6848860,New Pilots Initiative
LP 128-32,Alliance,Corporate,High Tech,Refinery,Medium,8152551,LP 128-32 Corporation
LHS 2651,Alliance,Confederacy,High Tech,Refinery,Medium,9295334,Terran Colonial Forces
Chaxiraxi,Alliance,Corporate,Industrial,Refinery,High,26709077,Alliance Office of Statistics
Walun,Empire,Dictatorship,Extraction,None,Low,2139,Imperial Corsairs
Ngauningin,Empire,Prison Colony,Industrial,High Tech,Medium,61440,Coelatuvean Prison Colony
Hedeinichs,Independent,Democracy,Industrial,Colony,Low,1522156,Brazilian Armada X
Pachamama,Independent,Democracy,Extraction,None,Low,2038,Paladin Consortium
Semali,Independent,Democracy,Extraction,High Tech,Medium,172978,United Semali for Equality
Tyerisu,Independent,Cooperative,Agriculture,Extraction,Low,5733,Colonia Travel Agency
Losin,Federation,Corporate,Refinery,Extraction,Low,124250,Akkadia Inc
Arinack,Federation,Democracy,Industrial,Extraction,High,20054829,Independent Arinack Free
LHS 3836,Independent,Dictatorship,Refinery,Industrial,High,9211277,Gilgamesh Corps Orbital Protection
Andowatye,Federation,Democracy,Industrial,Refinery,Medium,26918683,United Andowatye Democrats
Silvantzin,Federation,Democracy,Refinery,Extraction,Low,50656,Allied Rangers Coalition
Djambarex,Independent,Communism,Industrial,Military,Low,1617960,Citizen Party of Grabil
Nornari,Federation,Democracy,Refinery,Extraction,Medium,122363,Old Space Cowboys ABDE
Hun Chonses,Independent,Corporate,Industrial,Refinery,High,9587979,CQC Holdings
Indjigan,Independent,Communism,High Tech,Industrial,Low,4116,Citizen Party of Grabil
Taliesin,Federation,Corporate,Refinery,Extraction,Low,94304,Taliesin Crimson Fortune Systems
LFT 859,Independent,Feudal,Refinery,Extraction,Medium,218098,DT Virginis Dynasty
LHS 369,Independent,Feudal,Military,Refinery,Medium,86759,Leaders of LHS 369
No Choen,Independent,Communism,Industrial,Agriculture,Low,1208220,Revolutionary HIP 86385 Union Party
LHS 2270,Federation,Corporate,Agriculture,Refinery,Medium,45976,Wolf 324 Exchange
LP 322-836,Alliance,Corporate,Refinery,Extraction,Medium,536725,Alliance Office of Statistics
Krataula,Federation,Corporate,Refinery,Extraction,Medium,235321,Starlance Alpha
Yakaldukpe,Alliance,Cooperative,Extraction,Agriculture,Low,19721,Anticorp Deep Space Socialist Collective
G 116-72,Alliance,Corporate,Extraction,Industrial,Low,198233,Leviathan Shipyards Corps
Wolf 248,Alliance,Corporate,Military,Service,Medium,238687,Alliance Office of Statistics
Muss,Independent,Cooperative,Refinery,Military,Low,44895,Celestial Light Brigade
Umaspi,Empire,Patronage,Industrial,None,Medium,2023524,Imperial Self Defense Force
Mutujiali,Empire,Patronage,Industrial,Extraction,Medium,34165301,First Imperial Fleet
Nungamici,Independent,Corporate,Agriculture,Extraction,Medium,460132231,Varangian Syndicate
Khuzwane,Independent,Democracy,Industrial,Extraction,Medium,6927546,Galileo Corporation
Regira,Empire,Feudal,Agriculture,Refinery,High,2489586549,Praetorian Curiate Assembly
Gunnus,Independent,Democracy,Industrial,Military,Low,3132743,Galileo Corporation
NLTT 15714,Federation,Corporate,Refinery,Extraction,Low,125548,Earth Defense Fleet
Asgarage,Federation,Corporate,Agriculture,Military,Medium,3188724122,Earth Defense Fleet
Mari,Independent,Patronage,Agriculture,Extraction,Medium,872417790,Arbor Caelum Internal Defense
Daha Deti,Federation,Corporate,Industrial,Military,Low,2699232,LSE 239 Netcoms Commodities
Mang,Independent,Corporate,Industrial,Colony,Low,3381584,CQC Holdings
Mali,Independent,Communism,Industrial,Military,Medium,4260688,Union of Laguvii
Surmati,Independent,Corporate,Extraction,High Tech,Low,8623,Atlas Corporation
Nangandh,Independent,Communism,Refinery,Extraction,Low,37652,Communist Interstellar Union
LDS 3768,Federation,Democracy,Industrial,Extraction,Medium,7236622,Progressive Party of LDS 3768
LHS 295,Federation,Corporate,Refinery,Colony,Low,75304,Aetas Eternum
Avane,Independent,Communism,Military,Agriculture,Low,72906,Communist Interstellar Union
Bokitoke,Independent,Cooperative,Refinery,Extraction,Medium,101222,Mauninovit as one
LP 675-76,Alliance,Corporate,Colony,Extraction,Low,1864,Wolf 406 Transport & Co
Djabe,Independent,Dictatorship,Refinery,Extraction,High,201448,The Sovereign Justice Collective
Canta Athis,Independent,Cooperative,Industrial,Refinery,High,13927198,Celestial Light Brigade
Reddi Dhod,Empire,Patronage,Refinery,Terraforming,Medium,217487,Reddi Dhod Empire League
Ninabin,Independent,Patronage,Refinery,Extraction,Low,232008,Leviathan Scout Regiment
Nariansan,Empire,Patronage,Industrial,Extraction,Low,8814048,Nariansan Guardians of Tradition
Fu Xianses,Empire,Patronage,Extraction,Refinery,High,6366367,Fu Xianses Patron's Principles
Kaupolock,Federation,Democracy,Agriculture,Refinery,Low,49110,91st Intergalactic Corps
Fidenef,Independent,Patronage,Refinery,None,Low,25679,Leviathan Scout Regiment
Charunder,Federation,Corporate,Agriculture,Refinery,High,4032857828,Minutemen
Superty,Independent,Corporate,Extraction,High Tech,Low,28540,CQC Holdings
Paraudika,Independent,Communism,Industrial,Refinery,High,10839853,Union of Serda Labour Union
Wiljanherbi,Independent,Communism,Industrial,Refinery,High,9662522,Union of Serda Labour Union
Eskimori,Independent,Communism,Industrial,Refinery,High,18026593,Communist Interstellar Union
LP 792-20,Federation,Corporate,Military,High Tech,Medium,187883,Antevorta Advanced Industries
Tukatjanino,Independent,Corporate,Extraction,None,Low,3766,Beyond Infinity Corporation
Rugabung,Independent,Communism,Extraction,None,Low,8911,Communist Interstellar Union
Dong Wang,Empire,Corporate,High Tech,Extraction,Low,10288,Dong Wang Jet Creative Co
Lu Xians,Independent,Cooperative,Agriculture,Extraction,Low,5421,Celestial Light Brigade
Apterisha,Independent,Cooperative,High Tech,Extraction,Low,13325,Celestial Light Brigade
Grana,Empire,Patronage,Agriculture,Colony,Low,5823,1st Galactic Line of Defence
Kurundulli,Independent,Cooperative,Agriculture,Extraction,Low,3995,Co-op of Kurundulli
Carpaka,Empire,Patronage,High Tech,Refinery,Medium,10864488,Booty Bay Butchers
Negani,Empire,Corporate,Extraction,High Tech,Low,22630,L.Y.S Corp.
Duwaredari,Empire,Corporate,Industrial,Refinery,Medium,5401459,L.Y.S Corp.
Jakaliki,Empire,Dictatorship,Industrial,Military,Medium,2417006,Triarii of the Old Worlds
Tricor,Independent,Corporate,Agriculture,Military,Medium,478089911,Tricor Blue Electronics Ltd
Berzitibi,Federation,Corporate,Industrial,Extraction,High,8556142,Berzitibi Life Ltd
Teleut,Empire,Patronage,Industrial,Extraction,High,28212786,7th Interplanetary Defense Fleet
Jinoharis,Federation,Corporate,Refinery,Extraction,Low,57998,Federal Reclamation Co
Arabayati,Independent,Communism,Military,High Tech,Medium,54491,Communist Interstellar Union
Trinifex,Independent,Corporate,Industrial,Military,Low,4112436,Scorpius Arms Syndicate
Caeresi,Empire,Corporate,Agriculture,Extraction,Low,13035,HIP 4291 Exchange
Erh Lohra,Empire,Patronage,Industrial,Military,High,5585524,Imperial Ghost Division
Marki,Empire,Corporate,Agriculture,Tourism,Medium,7155012230,Daily Routine Incorporated
Osanartar,Empire,Patronage,Refinery,Industrial,Medium,5017164,The 9th Legion
Kacomam,Independent,Democracy,Industrial,High Tech,Medium,3704970,Enigma Dyson Syndicate
Aha Wa,Independent,Prison Colony,Extraction,High Tech,Medium,58091,EDA Kunti League
Shongbon,Independent,Prison Colony,Refinery,Military,Medium,135167,EDA Kunti League
Apoyas,Empire,Patronage,Refinery,Extraction,Medium,279619,Apoyas Empire Pact
Laukan,Empire,Patronage,Industrial,Extraction,Medium,21633729,HR 6565 Triad
Lowahukula,Empire,Patronage,Refinery,Extraction,Medium,86212,HR 6565 Triad
Uke Mebes,Independent,Anarchy,Extraction,None,Anarchy,1260,Explorers of the Anarchy
Zhu Vedani,Independent,Confederacy,Industrial,Extraction,High,7791898,Brazilian League of Pilots
Moanapiang,Empire,Patronage,Industrial,Extraction,Medium,5768940,The 9th Legion
Xuane,Federation,Corporate,Industrial,Extraction,Medium,46453239,Federal Liberal Command
Thiana,Federation,Corporate,High Tech,Refinery,High,6711553,Liu Links PLC
Mundii,Federation,Corporate,Industrial,Extraction,Medium,7446392,Ice Storm Squadron
Cromovit,Empire,Feudal,Refinery,Industrial,High,6734641,Cerberus
Olelbis,Independent,Corporate,Industrial,Refinery,Medium,4083312,Olelbis Holdings
