name,bodies.name,bodies.subType,bodies.spectralClass
Manji,Manji,M (Red dwarf) Star,M5
Kapus,Kapus,M (Red dwarf) Star,M1
Pleiades Sector AB-W b2-4,Pleiades Sector AB-W b2-4,M (Red dwarf) Star,M3
Wulpa,Wulpa A,M (Red dwarf) Star,M3
Manidone,Manidone,M (Red dwarf) Star,M8
Gridiuhet,Gridiuhet A,M (Red dwarf) Star,M5
Kun,Kun A,M (Red dwarf) Star,M9
Col 285 Sector EO-N b21-4,Col 285 Sector EO-N b21-4,T Tauri Star,TTS2
Boroten,Boroten,M (Red dwarf) Star,M4
Gaoshe,Gaoshe,M (Red dwarf) Star,M1
Devata Baru,Devata Baru A,M (Red dwarf) Star,M3
Col 285 Sector AY-N b21-4,Col 285 Sector AY-N b21-4 A,M (Red dwarf) Star,M1
Li Tenyayp,Li Tenyayp,M (Red dwarf) Star,M0
Gui Wande,Gui Wande A,M (Red dwarf) Star,M1
Kipsigi,Kipsigi A,M (Red dwarf) Star,M9
Kavalan,Kavalan A,M (Red dwarf) Star,M2
Malpi,Malpi,M (Red dwarf) Star,M5
Chinataxo,Chinataxo A,M (Red dwarf) Star,M5
Narans,Narans,M (Red dwarf) Star,M3
Ache,Ache A,M (Red dwarf) Star,M9
Indraseno,Indraseno A,M (Red dwarf) Star,M2
Audusiani,Audusiani A,M (Red dwarf) Star,M8
Marijemala,Marijemala,M (Red dwarf) Star,M2
Col 285 Sector CT-V b17-4,Col 285 Sector CT-V b17-4,M (Red dwarf) Star,M2
Walbanga,Walbanga A,M (Red dwarf) Star,M5
Sevelitchit,Sevelitchit,M (Red dwarf) Star,M4
Kurung,Kurung,M (Red dwarf) Star,M2
Aobriguites,Aobriguites A,M (Red dwarf) Star,M4
Amanaye,Amanaye A,M (Red giant) Star,M8
Pegasi Sector YE-Q b5-4,Pegasi Sector YE-Q b5-4,M (Red dwarf) Star,M5
Amahutii,Amahutii A,T Tauri Star,TTS4
Adach,Adach A,M (Red dwarf) Star,M4
Darkan,Darkan,M (Red dwarf) Star,M6
Col 285 Sector DD-P b20-4,Col 285 Sector DD-P b20-4 A,M (Red dwarf) Star,M9
Djinba,Djinba A,M (Red dwarf) Star,M3
Wulwul,Wulwul A,M (Red dwarf) Star,M1
Hsuani,Hsuani,M (Red dwarf) Star,M4
Makula,Makula,M (Red dwarf) Star,M4
Iapo Vuh,Iapo Vuh,M (Red dwarf) Star,M2
Finteno,Finteno A,M (Red dwarf) Star,M4
Wirdiani,Wirdiani,M (Red dwarf) Star,M2
Reneru,Reneru,M (Red dwarf) Star,M7
Kikas,Kikas A,M (Red dwarf) Star,M3
Hyades Sector NU-N b7-4,Hyades Sector NU-N b7-4,M (Red dwarf) Star,M5
Mileku,Mileku A,M (Red dwarf) Star,M8
Keiadjara,Keiadjara,M (Red dwarf) Star,M4
Comana,Comana,M (Red dwarf) Star,M5
Piran,Piran A,M (Red dwarf) Star,M2
Yi Dhodere,Yi Dhodere A,M (Red dwarf) Star,M8
Cephei Sector YZ-Y b4,Cephei Sector YZ-Y b4,M (Red dwarf) Star,M2
Efnisei,Efnisei A,M (Red dwarf) Star,M3
Wonoto,Wonoto A,T Tauri Star,TTS6
Feng Tu,Feng Tu,M (Red dwarf) Star,M1
Carunda,Carunda A,M (Red dwarf) Star,M6
Biarnun,Biarnun,M (Red dwarf) Star,M7
Hungua,Hungua A,M (Red dwarf) Star,M2
Coritini,Coritini,M (Red dwarf) Star,M2
Nu Guana,Nu Guana,M (Red dwarf) Star,M1
Wuluujjusi,Wuluujjusi,M (Red dwarf) Star,M3
Amatyerus,Amatyerus A,M (Red dwarf) Star,M0
Arabrakale,Arabrakale A,M (Red dwarf) Star,M2
Laifan,Laifan A,M (Red dwarf) Star,M3
Uterna,Uterna A,M (Red dwarf) Star,M7
Pauang,Pauang A,M (Red dwarf) Star,M2
Luchunza,Luchunza A,M (Red dwarf) Star,M2
Bletani,Bletani,M (Red dwarf) Star,M7
Paelis,Paelis A,T Tauri Star,TTS6
Asoorajara,Asoorajara A,M (Red dwarf) Star,M6
Nijoten,Nijoten A,M (Red dwarf) Star,M8
Wulwulan,Wulwulan,M (Red dwarf) Star,M7
Krivasho,Krivasho A,L (Brown dwarf) Star,L0
Sambare,Sambare,M (Red dwarf) Star,M5
Tawiru,Tawiru,M (Red dwarf) Star,M3
Nantiates,Nantiates A,M (Red dwarf) Star,M5
Arietis Sector XE-Z b4,Arietis Sector XE-Z b4,M (Red dwarf) Star,M3
Saktassura,Saktassura A,M (Red dwarf) Star,M4
Cromen,Cromen,M (Red dwarf) Star,M6
Ba Xian,Ba Xian,M (Red dwarf) Star,M1
Wadjalkan,Wadjalkan A,M (Red dwarf) Star,M7
Gatolla,Gatolla A,M (Red dwarf) Star,M3
Arietis Sector NT-Q b5-4,Arietis Sector NT-Q b5-4,M (Red dwarf) Star,M1
Valda,Synuefe PI-R c21-18,M (Red dwarf) Star,M3
Valda,Valda A,M (Red dwarf) Star,M3
Bakaduninka,Bakaduninka,M (Red dwarf) Star,M9
Konggal,Konggal A,M (Red dwarf) Star,M2
Bamazin,Bamazin,M (Red dwarf) Star,M5
Taoshas,Taoshas,T Tauri Star,TTS0
Uolungura,Uolungura A,M (Red dwarf) Star,M1
Amantai,Amantai,M (Red dwarf) Star,M7
Zenmaku,Zenmaku,M (Red dwarf) Star,M1
Kuunggati,Kuunggati A,T Tauri Star,TTS8
Vaivares,Vaivares A,T Tauri Star,TTS4
Korubu,Korubu,M (Red dwarf) Star,M2
Gabjaujavas,Gabjaujavas,M (Red dwarf) Star,M6
Witolia,Witolia A,M (Red dwarf) Star,M1
Lyncis Sector UZ-P b5-4,Lyncis Sector UZ-P b5-4,M (Red dwarf) Star,M2
Kaana,Kaana,M (Red dwarf) Star,M6
Queche,Queche,M (Red dwarf) Star,M5
Kondriates,Kondriates A,M (Red dwarf) Star,M4
Unkuan Di,Unkuan Di A,M (Red dwarf) Star,M8
Napitic,Napitic,M (Red dwarf) Star,M2
Siro,Siro A,M (Red dwarf) Star,M3
Trany,Trany,M (Red dwarf) Star,M6
Parhaiya,Parhaiya A,M (Red dwarf) Star,M1
Wandarang,Wandarang A,M (Red dwarf) Star,M2
Juruing,Juruing,M (Red dwarf) Star,M0
San Zangjel,San Zangjel A,M (Red dwarf) Star,M3
Astri,Astri,M (Red dwarf) Star,M5
Jang O,Jang O A,M (Red dwarf) Star,M6
Matsya,Matsya,M (Red dwarf) Star,M0
Chnoumis,Chnoumis,M (Red dwarf) Star,M7
Tencali,Tencali,M (Red dwarf) Star,M3
Arietis Sector ON-T b3-4,Arietis Sector ON-T b3-4,M (Red dwarf) Star,M3
Yum Cimmeri,Yum Cimmeri A,M (Red dwarf) Star,M1
Toro,Toro A,M (Red dwarf) Star,M6
Yiman,Yiman A,M (Red dwarf) Star,M5
Thras,Thras A,M (Red dwarf) Star,M2
Ugrivaci,Ugrivaci,M (Red dwarf) Star,M5
Ngandowa,Ngandowa A,M (Red dwarf) Star,M5
Kunggari,Kunggari A,M (Red dwarf) Star,M9
Caeramu Tie,Caeramu Tie,M (Red dwarf) Star,M1
Nankul,Nankul,M (Red dwarf) Star,M2
Kao Kach,Kao Kach A,M (Red dwarf) Star,M9
Aha Narfi,Aha Narfi A,M (Red dwarf) Star,M7
Valis,Valis,M (Red dwarf) Star,M4
Lu Tienses,Lu Tienses,M (Red dwarf) Star,M2
Yapese,Yapese,M (Red dwarf) Star,M2
Sienses,Sienses A,T Tauri Star,TTS7
Freng,Freng,M (Red dwarf) Star,M3
Bhotho,Bhotho A,M (Red dwarf) Star,M6
Jambojai,Jambojai A,M (Red dwarf) Star,M3
Karourok,Karourok A,M (Red dwarf) Star,M5
Watis,Watis,M (Red dwarf) Star,M1
Windin,Windin,M (Red dwarf) Star,M2
LP 48-567,LP 48-567,M (Red dwarf) Star,M2
G 232-62,G 232-62,M (Red dwarf) Star,M4
Gato,Gato,M (Red dwarf) Star,M5
Kollobokos,Kollobokos,M (Red dwarf) Star,M7
Men Shi,Men Shi A,M (Red dwarf) Star,M3
Phra Sheng,Phra Sheng,T Tauri Star,TTS1
Shili,Shili A,M (Red dwarf) Star,M7
Amarak,Amarak A,M (Red dwarf) Star,M2
Rasa,Rasa,M (Red dwarf) Star,M1
Songlalis,Songlalis,M (Red dwarf) Star,M2
Udegoci,Udegoci,M (Red dwarf) Star,M6
Gilya,Gilya,K (Yellow-Orange) Star,K9
Imisses,Imisses,M (Red dwarf) Star,M1
Ngalea,Ngalea A,K (Yellow-Orange) Star,K9
Orobriambu,Orobriambu A,M (Red dwarf) Star,M7
Mo Dadabi,Mo Dadabi,M (Red dwarf) Star,M9
Turmakul,Turmakul A,M (Red dwarf) Star,M0
Phra Yai,Phra Yai A,M (Red dwarf) Star,M0
Tjapaho,Tjapaho,M (Red dwarf) Star,M1
Kavajo,Kavajo A,T Tauri Star,TTS8
Bylgit,Bylgit,M (Red dwarf) Star,M5
Peckolsumij,Peckolsumij,M (Red dwarf) Star,M1
Gaoh,Gaoh A,M (Red dwarf) Star,M9
Aranner,Aranner A,M (Red dwarf) Star,M4
Sokobii,Sokobii,M (Red dwarf) Star,M6
Zhonawasi,Zhonawasi A,M (Red dwarf) Star,M0
Epomatz,Epomatz A,M (Red dwarf) Star,M2
Agastii,Agastii,M (Red dwarf) Star,M3
Maujas,Maujas,M (Red dwarf) Star,M9
Largam,Largam,M (Red dwarf) Star,M7
Wongxian Yi,Wongxian Yi,M (Red dwarf) Star,M1
Nankobi,Nankobi,M (Red dwarf) Star,M3
Anedjete,Anedjete A,M (Red dwarf) Star,M2
Bipera,Bipera,M (Red dwarf) Star,M1
Nu Wana,Nu Wana A,M (Red dwarf) Star,M8
Namnetes,Namnetes,M (Red dwarf) Star,M3
Chualang Mu,Chualang Mu,M (Red dwarf) Star,M6
Sisina,Sisina A,M (Red dwarf) Star,M8
Ololoney,Ololoney A,M (Red dwarf) Star,M2
Lan Gundi,Lan Gundi A,M (Red dwarf) Star,M5
Sabihilo,Sabihilo A,M (Red dwarf) Star,M8
Enawar,Enawar A,M (Red dwarf) Star,M4
Kaurna,Kaurna A,M (Red dwarf) Star,M3
Tujila,Tujila,K (Yellow-Orange) Star,K9
Carnates,Carnates,M (Red dwarf) Star,M0
Di Yi,Di Yi A,M (Red dwarf) Star,M2
Sugana,Sugana A,M (Red dwarf) Star,M1
Tewikwithat,Tewikwithat A,M (Red dwarf) Star,M4
Shanapi,Shanapi A,M (Red dwarf) Star,M6
LP 294-40,LP 294-40 A,M (Red dwarf) Star,M3
LP 399-165,LP 399-165 A,M (Red dwarf) Star,M3
LHS 3677,LHS 3677 A,M (Red dwarf) Star,M1
Wulidjin,Wulidjin A,M (Red dwarf) Star,M2
Khwar,Khwar A,M (Red dwarf) Star,M8
Caill Reddi,Caill Reddi A,M (Red dwarf) Star,M6
LP 291-34,LP 291-34 A,M (Red dwarf) Star,M2
LP 340-547,LP 340-548,M (Red dwarf) Star,M3
Selianciens,Selianciens A,M (Red dwarf) Star,M3
Hatis,Hatis,M (Red dwarf) Star,M4
LP 51-17,LP 51-17,M (Red dwarf) Star,M3
LHS 535,LHS 535,M (Red dwarf) Star,M3
Liu Baja,Liu Baja A,M (Red dwarf) Star,M2
Yavapai,Yavapai A,M (Red dwarf) Star,M2
Col 285 Sector OV-I b24-4,Col 285 Sector OV-I b24-4 A,M (Red dwarf) Star,M5
Lyncis Sector OX-U b2-4,Lyncis Sector OX-U b2-4 A,M (Red dwarf) Star,M2
Otohiko,Otohiko,M (Red dwarf) Star,M6
Hrunda,Hrunda A,M (Red dwarf) Star,M7
Antobri,Antobri A,M (Red dwarf) Star,M7
Apala,Apala A,M (Red dwarf) Star,M6
LTT 15449,LTT 15449 A,M (Red dwarf) Star,M0
Begovans,Begovans,M (Red dwarf) Star,M2
Pardal,Pardal,M (Red dwarf) Star,M5
Nu Guei He,Nu Guei He A,M (Red dwarf) Star,M8
San Wuhtire,San Wuhtire A,M (Red dwarf) Star,M2
Carii,Carii,M (Red dwarf) Star,M3
CR Draco,CR Draco,M (Red dwarf) Star,M1
Waricare,Waricare,M (Red dwarf) Star,M9
Cantjarisni,Cantjarisni,M (Red dwarf) Star,M7
Mbukushu,Mbukushu,M (Red dwarf) Star,M1
Caraceni,Caraceni A,M (Red dwarf) Star,M9
Laiawawal,Laiawawal A,M (Red dwarf) Star,M5
Baldeka,Baldeka,M (Red dwarf) Star,M1
Guttunthur,Guttunthur,M (Red dwarf) Star,M3
Kuntae,Kuntae A,M (Red dwarf) Star,M9
Ceri,Ceri,M (Red dwarf) Star,M1
Misthaka,Misthaka A,M (Red dwarf) Star,M4
Chimbo,Chimbo,M (Red dwarf) Star,M7
Oduwaid Fo,Oduwaid Fo,M (Red dwarf) Star,M2
Gugulukunn,Gugulukunn A,M (Red dwarf) Star,M2
Santones,Santones,M (Red dwarf) Star,M5
Miwobo Kuki,Miwobo Kuki A,M (Red dwarf) Star,M2
Iboraga,Iboraga,T Tauri Star,TTS7
Nana De,Nana De A,M (Red dwarf) Star,M8
Herme,Herme,M (Red dwarf) Star,M6
Feng Du,Feng Du A,M (Red dwarf) Star,M0
Munchep,Munchep A,M (Red dwarf) Star,M4
Ngarabal,Ngarabal,M (Red dwarf) Star,M5
Chedita,Chedita,M (Red dwarf) Star,M3
Antovii,Antovii,M (Red dwarf) Star,M2
Sumokuth,Sumokuth A,T Tauri Star,TTS2
Han Wa,Han Wa,M (Red dwarf) Star,M6
Cocoria,Cocoria,M (Red dwarf) Star,M1
Hernir,Hernir A,M (Red giant) Star,M8
Raksha,Raksha A,M (Red dwarf) Star,M2
Vuldr,Vuldr A,M (Red dwarf) Star,M1
Lang Yupi,Lang Yupi A,M (Red dwarf) Star,M2
Tuluraci,Tuluraci A,M (Red dwarf) Star,M3
Nauni,Nauni A,M (Red dwarf) Star,M3
Bukulas,Bukulas,M (Red dwarf) Star,M4
Spinoni,Spinoni A,M (Red dwarf) Star,M6
Cheng Den,Cheng Den A,M (Red dwarf) Star,M2
Zhuaruparci,Zhuaruparci,M (Red dwarf) Star,M2
Worici,Worici A,M (Red dwarf) Star,M3
Asvien Yu,Asvien Yu,T Tauri Star,TTS6
Ebor,Ebor,M (Red dwarf) Star,M4
Amaunet,Amaunet,M (Red dwarf) Star,M0
Aasgananu,Aasgananu,M (Red dwarf) Star,M5
Valtys,Valtys,M (Red dwarf) Star,M0
Vetta,Vetta A,M (Red dwarf) Star,M6
Karsinanari,Karsinanari A,M (Red dwarf) Star,M2
Madon,Madon A,M (Red dwarf) Star,M5
Hupan,Hupan,M (Red dwarf) Star,M3
Acatesano,Acatesano A,M (Red dwarf) Star,M7
Col 285 Sector NU-L b22-4,Col 285 Sector NU-L b22-4 A,M (Red dwarf) Star,M4
Kadj Wen,Kadj Wen A,M (Red dwarf) Star,M8
LHS 139,LHS 139 A,M (Red dwarf) Star,M4
LFT 42,LFT 42,M (Red dwarf) Star,M4
LHS 3899,LHS 3899,M (Red dwarf) Star,M0
Bingait,Bingait,M (Red dwarf) Star,M8
Baraluhet,Baraluhet,M (Red dwarf) Star,M8
Mbukuravi,Mbukuravi,M (Red dwarf) Star,M4
Mitl,Mitl A,M (Red dwarf) Star,M0
Nauracota,Nauracota A,M (Red dwarf) Star,M3
Masses,Masses A,M (Red dwarf) Star,M6
Madngeri,Madngeri A,M (Red dwarf) Star,M2
Manamaya,Manamaya A,M (Red dwarf) Star,M8
Ekonir,HIP 11331,F (White) Star,F2
Ekonir,Ekonir A,M (Red dwarf) Star,M3
Walumbhaik,Walumbhaik,M (Red dwarf) Star,M3
Savian,Savian A,M (Red dwarf) Star,M5
Utero,Utero A,M (Red dwarf) Star,M2
Malean,Malean A,M (Red dwarf) Star,M9
Ikpenones,Ikpenones A,M (Red dwarf) Star,M4
LP 7-226,LP 7-226,White Dwarf (DA) Star,null
LP 5-88,LP 5-88,M (Red dwarf) Star,M1
LP 447-38,LP 447-38,M (Red dwarf) Star,M3
Noatine,Noatine,M (Red dwarf) Star,M2
Navajo,Navajo A,M (Red dwarf) Star,M4
Thernobo,Thernobo A,M (Red dwarf) Star,M5
Nyania,Nyania,M (Red dwarf) Star,M2
Pongkala,Pongkala,M (Red dwarf) Star,M7
Shivis,Shivis,M (Red dwarf) Star,M2
Yanyan,Yanyan A,M (Red dwarf) Star,M1
G 180-18,G 180-18 A,M (Red dwarf) Star,M3
Aravaledi,Aravaledi A,M (Red dwarf) Star,M3
Tulill,Tulill A,K (Yellow-Orange) Star,K9
Suessetani,Suessetani,M (Red dwarf) Star,M5
Koyeris,Koyeris A,M (Red dwarf) Star,M4
Inktasa,Inktasa,M (Red dwarf) Star,M0
Osiris,Osiris A,M (Red dwarf) Star,M5
Aisoyiman,Aisoyiman,M (Red dwarf) Star,M5
Sugal,Sugal A,M (Red dwarf) Star,M4
Macu Kung,Macu Kung,M (Red dwarf) Star,M1
Heitjmaramu,Heitjmaramu,M (Red dwarf) Star,M5
Surmodi,Surmodi A,M (Red dwarf) Star,M3
"Selk'nam","Selk'nam A",M (Red dwarf) Star,M3
Seurinohina,Seurinohina A,M (Red dwarf) Star,M7
Arimpox,Arimpox A,M (Red dwarf) Star,M2
Lotigurara,Lotigurara,M (Red dwarf) Star,M1
Ngonten,Ngonten A,M (Red dwarf) Star,M5
Blang Tzu,Blang Tzu,M (Red dwarf) Star,M7
Kalarnuteti,Kalarnuteti A,M (Red dwarf) Star,M5
Jaitrics,Jaitrics A,M (Red dwarf) Star,M3
Nidayiman,Nidayiman,M (Red dwarf) Star,M5
Chunza,Chunza,M (Red dwarf) Star,M7
Yemandegou,Yemandegou A,M (Red dwarf) Star,M3
Anca,Anca A,M (Red dwarf) Star,M1
Contiku,Contiku A,T Tauri Star,TTS0
Gunayeb,Gunayeb,M (Red dwarf) Star,M6
Callavs,Callavs,M (Red dwarf) Star,M2
Votatini,Votatini A,M (Red dwarf) Star,M0
Waba,Waba A,M (Red dwarf) Star,M4
Yash,Yash,L (Brown dwarf) Star,L0
Chanses,Chanses,T Tauri Star,TTS4
Orocori,Orocori A,M (Red dwarf) Star,M1
Dan,Dan A,M (Red dwarf) Star,M3
Maiden,Maiden A,M (Red dwarf) Star,M3
Jardovici,Jardovici,M (Red dwarf) Star,M2
Atroco,Atroco A,T Tauri Star,TTS2
Tawilo,Tawilo,K (Yellow-Orange) Star,K9
Chimagi,Chimagi,T Tauri Star,TTS5
Piculta,Piculta A,M (Red dwarf) Star,M4
Nohocherth,Nohocherth A,M (Red dwarf) Star,M2
Zhonvenk,Zhonvenk,M (Red dwarf) Star,M6
NLTT 8084,NLTT 8084,M (Red dwarf) Star,M3
Keraitra,Keraitra A,M (Red dwarf) Star,M0
LP 876-26,LP 876-26,M (Red dwarf) Star,M3
Nisgayo,Nisgayo A,M (Red dwarf) Star,M9
Beditjari,Beditjari A,M (Red dwarf) Star,M1
Wailla Sakh,Wailla Sakh A,M (Red dwarf) Star,M3
Bot,Bot A,M (Red dwarf) Star,M6
Apollo,Apollo,M (Red dwarf) Star,M4
LHS 6028,LHS 6028 A,M (Red dwarf) Star,M4
LHS 512,LHS 512 A,M (Red dwarf) Star,M3
Hyades Sector MD-R b5-4,Hyades Sector MD-R b5-4 A,M (Red dwarf) Star,M9
Lodheima,Lodheima,M (Red dwarf) Star,M2
Dongkum,Dongkum A,M (Red dwarf) Star,M4
LTT 11519,LTT 11519,M (Red dwarf) Star,M2
Wolf 1329,Wolf 1329,M (Red dwarf) Star,M3
Njambandine,Njambandine,M (Red dwarf) Star,M5
Gabriges,Gabriges A,M (Red dwarf) Star,M7
Chick Ek,Chick Ek,M (Red dwarf) Star,M2
Hyades Sector OO-P b6-4,Hyades Sector OO-P b6-4,M (Red dwarf) Star,M8
LP 128-9,LP 128-9 A,M (Red dwarf) Star,M2
Midgcut,Midgcut A,M (Red dwarf) Star,M5
LHS 463,LHS 463 A,M (Red dwarf) Star,M3
Lu Dong Bin,Lu Dong Bin,M (Red dwarf) Star,M0
Prajau,Prajau,M (Red dwarf) Star,M4
Chothe,Chothe A,M (Red dwarf) Star,M4
LHS 1882,LHS 1882,M (Red dwarf) Star,M1
LHS 250,LHS 250 A,M (Red dwarf) Star,M3
Pang Guans,Pang Guans A,M (Red dwarf) Star,M2
Isitani,Isitani A,M (Red dwarf) Star,M2
Polecteri,Polecteri A,M (Red dwarf) Star,M3
Runab,Runab,M (Red dwarf) Star,M1
Ba Jonandja,Ba Jonandja A,M (Red dwarf) Star,M3
Sudz,Sudz A,M (Red dwarf) Star,M0
LHS 3080,LHS 3080,M (Red dwarf) Star,M4
Sakpata,Sakpata A,M (Red dwarf) Star,M9
LHS 2925,LHS 2925,M (Red dwarf) Star,M4
Tjial,Tjial A,M (Red dwarf) Star,M3
Li Buj,Li Buj,M (Red dwarf) Star,M1
Col 285 Sector GE-L b23-4,Col 285 Sector GE-L b23-4,M (Red dwarf) Star,M3
Ga Gaun,Ga Gaun A,M (Red dwarf) Star,M2
Leucing,Leucing A,M (Red dwarf) Star,M1
Jaityata,Jaityata A,M (Red dwarf) Star,M2
Manathajeri,Manathajeri A,M (Red dwarf) Star,M1
Akeretia,Akeretia A,M (Red dwarf) Star,M3
Nangkano,Nangkano A,M (Red dwarf) Star,M2
Djamburii,Djamburii,M (Red dwarf) Star,M1
Reshero,Reshero,L (Brown dwarf) Star,L0
Plentauri,Plentauri A,M (Red dwarf) Star,M3
Cholul,Cholul,T Tauri Star,TTS5
Tsak,Tsak,M (Red dwarf) Star,M5
Corngi,Corngi,M (Red dwarf) Star,M4
Wiknani,Wiknani A,M (Red dwarf) Star,M3
Rakkaia,Rakkaia A,T Tauri Star,TTS5
Aholetondal,Aholetondal,M (Red dwarf) Star,M4
Yaure,Yaure,M (Red dwarf) Star,M5
Kondonner,Kondonner A,M (Red dwarf) Star,M1
Polochans,Polochans,M (Red dwarf) Star,M7
Mbere,Mbere A,M (Red dwarf) Star,M5
Aulerci,Aulerci A,M (Red dwarf) Star,M1
Lokipi,Lokipi,M (Red dwarf) Star,M8
Blanquichu,Blanquichu,M (Red dwarf) Star,M5
Muriges,Muriges,M (Red dwarf) Star,M7
Udihikoja,Udihikoja A,L (Brown dwarf) Star,L0
Nyaminawe,Nyaminawe A,M (Red dwarf) Star,M4
Borora,Borora A,T Tauri Star,TTS4
Alectrona,Alectrona,M (Red dwarf) Star,M0
LHS 3728,LHS 3728,M (Red dwarf) Star,M3
Bestii,Bestii,M (Red dwarf) Star,M2
Khan,Khan,M (Red dwarf) Star,M5
HG 7-206,HG 7-206,M (Red dwarf) Star,M2
Wala,Wala A,M (Red dwarf) Star,M2
LHS 4058,LHS 4058 A,M (Red dwarf) Star,M4
Gitxsante,Gitxsante A,M (Red dwarf) Star,M0
Eudora,Eudora,M (Red dwarf) Star,M6
Ross 41,Ross 41 A,M (Red dwarf) Star,M3
La Rochelle,La Rochelle,M (Red dwarf) Star,M2
Luyten 347-14,Luyten 347-14,M (Red dwarf) Star,M4
Kholo,Kholo A,M (Red dwarf) Star,M2
Decan,Decan,M (Red dwarf) Star,M7
Fo Hsingin,Fo Hsingin A,M (Red dwarf) Star,M6
Camarica,Camarica A,M (Red dwarf) Star,M5
Hyades Sector TU-N b7-4,Hyades Sector TU-N b7-4 A,M (Red dwarf) Star,M5
LP 255-11,LP 255-11 A,M (Red dwarf) Star,M4
YZ Canis Minoris,YZ Canis Minoris,M (Red dwarf) Star,M4
Edenapel,Edenapel A,M (Red dwarf) Star,M3
Ngugirawa,Ngugirawa A,M (Red dwarf) Star,M6
Agwa,Agwa,M (Red dwarf) Star,M1
Ross 1003,Ross 1003,M (Red dwarf) Star,M3
LHS 392,LHS 392 A,M (Red dwarf) Star,M4
Raguvii,Raguvii,M (Red dwarf) Star,M0
Djabugandji,Djabugandji A,M (Red dwarf) Star,M0
Maghirvii,Maghirvii A,M (Red dwarf) Star,M6
LHS 2430,LHS 2430 A,M (Red dwarf) Star,M3
Wolf 497,Wolf 497,M (Red dwarf) Star,M1
Ross 486,Ross 486,M (Red dwarf) Star,M3
LP 621-11,LP 621-11,M (Red dwarf) Star,M2
Cauac,Cauac,M (Red dwarf) Star,M9
Tukualang,Tukualang,M (Red dwarf) Star,M7
Boreas,Boreas,M (Red dwarf) Star,M2
LP 499-54,LP 499-54,M (Red dwarf) Star,M0
Yu Tikua,Yu Tikua,M (Red dwarf) Star,M1
Haoki,Haoki,M (Red dwarf) Star,M4
San Wu,San Wu A,M (Red dwarf) Star,M4
Sons,Sons,M (Red dwarf) Star,M4
Lalurusat,Lalurusat,M (Red dwarf) Star,M7
Daha,Daha A,M (Red dwarf) Star,M8
Aset,Aset,M (Red dwarf) Star,M0
Txamsem,Txamsem,M (Red dwarf) Star,M0
Kupalon Hua,Kupalon Hua,M (Red dwarf) Star,M5
Kunggalerni,Kunggalerni,M (Red dwarf) Star,M4
Coanoa,Coanoa A,M (Red dwarf) Star,M7
Amentsura,Amentsura A,M (Red dwarf) Star,M3
Hunte,Hunte A,M (Red dwarf) Star,M6
Multure,Multure,M (Red dwarf) Star,M5
Witou,Witou,M (Red dwarf) Star,M4
Maorsi,Maorsi,M (Red dwarf) Star,M5
Bildans,Bildans A,M (Red dwarf) Star,M4
Mundigal,Mundigal,M (Red dwarf) Star,M2
Wongaibon,Wongaibon,M (Red dwarf) Star,M2
Uzumo,Uzumo,M (Red dwarf) Star,M7
Mebekre,Mebekre A,M (Red dwarf) Star,M4
Trongbanza,Trongbanza,M (Red dwarf) Star,M6
Arjung,Arjung,K (Yellow-Orange) Star,K9
Nauacan,Nauacan A,M (Red dwarf) Star,M8
Mundjiga,Mundjiga A,M (Red dwarf) Star,M0
Li Szu,Li Szu A,M (Red dwarf) Star,M2
Lwalama,Lwalama A,M (Red dwarf) Star,M4
Greklis,Greklis A,M (Red dwarf) Star,M1
Coqui Xee,Coqui Xee A,M (Red dwarf) Star,M6
Vivata,Vivata A,T Tauri Star,TTS6
Reddot,Reddot,M (Red dwarf) Star,M3
Kojin,Kojin,M (Red dwarf) Star,M7
Purungga,Purungga A,M (Red dwarf) Star,M4
Vasak,Vasak A,M (Red dwarf) Star,M3
Sudi,Sudi A,M (Red dwarf) Star,M5
LP 772-72,NN 3229 B,M (Red dwarf) Star,M3
HDS 3215,HDS 3215 A,M (Red dwarf) Star,M3
Khodiwobogi,Khodiwobogi,T Tauri Star,TTS5
Mumbal,Mumbal A,M (Red dwarf) Star,M6
Washika,Washika A,T Tauri Star,TTS4
Bwgcolmasci,Bwgcolmasci A,M (Red dwarf) Star,M6
Kanean,Kanean,M (Red dwarf) Star,M6
LFT 415,LFT 415,M (Red dwarf) Star,M2
BD-21 1074,BD-21 1074,M (Red dwarf) Star,M2
Zac Uaye,Zac Uaye,M (Red dwarf) Star,M5
Scorpii Sector OI-T b3-4,Scorpii Sector OI-T b3-4 A,M (Red dwarf) Star,M6
Jambulan,Jambulan A,K (Yellow-Orange) Star,K9
Tripuru,Tripuru A,M (Red dwarf) Star,M8
Dewikum,Dewikum A,M (Red dwarf) Star,M5
Julanggarri,Julanggarri A,M (Red dwarf) Star,M4
LHS 1918,LHS 1918 A,M (Red dwarf) Star,M4
V857 Centauri,V857 Centauri,M (Red dwarf) Star,M3
Hill Pa Hsi,Hill Pa Hsi A,M (Red dwarf) Star,M8
Wille,Wille,M (Red dwarf) Star,M4
Didarengu,Didarengu,M (Red dwarf) Star,M5
LP 424-4,LP 424-4,M (Red dwarf) Star,M1
LFT 709,LFT 709 A,M (Red dwarf) Star,M3
LP 732-94,LP 732-94,M (Red dwarf) Star,M8
LP 855-34,LP 855-34,M (Red dwarf) Star,M4
Aryak,Aryak A,M (Red dwarf) Star,M6
Haokit,Haokit,M (Red dwarf) Star,M4
